",""Kingdom"",""Phylum"",""Class"",""Order"",""Family"",""Genus"",""Species"""
"OTU6060,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",NA,NA"
"OTU6061,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6062,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Hungatella"",NA"
"OTU6063,""Bacteria"",""Actinobacteria"",""Coriobacteriia"",""Coriobacteriales"",""Coriobacteriaceae"",""Collinsella"",NA"
"OTU6064,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Prevotellaceae"",""Prevotella_9"",NA"
"OTU6065,""Bacteria"",""Firmicutes"",""Erysipelotrichia"",""Erysipelotrichales"",""Erysipelotrichaceae"",""Coprobacillus"",NA"
"OTU6066,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU6067,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Bifidobacteriales"",""Bifidobacteriaceae"",NA,NA"
"OTU6068,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",NA,NA,NA"
"OTU6069,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",NA,NA"
"OTU6070,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU6071,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6072,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6073,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",NA,NA,NA"
"OTU6074,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6075,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",NA,NA"
"OTU6076,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",NA,NA"
"OTU6077,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",NA,NA"
"OTU6078,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Prevotellaceae"",""Prevotella_9"",NA"
"OTU6079,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Carnobacteriaceae"",""Isobaculum"",NA"
"OTU6080,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Ruminococcus_2"",NA"
"OTU6081,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Ruminococcaceae_UCG-013"",NA"
"OTU6082,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Family_XIII"",""Family_XIII_UCG-001"",NA"
"OTU6083,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Lactonifactor"",NA"
"OTU6084,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Tannerellaceae"",NA,NA"
"OTU6085,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6086,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Coprococcus_3"",NA"
"OTU6087,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Tannerellaceae"",""Parabacteroides"",NA"
"OTU6088,""Bacteria"",""Firmicutes"",""Bacilli"",NA,NA,NA,NA"
"OTU6089,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6090,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6091,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Eisenbergiella"",NA"
"OTU6092,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",NA,NA"
"OTU6093,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Dorea"",NA"
"OTU6094,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6095,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU6096,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Oscillospira"",NA"
"OTU6097,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6098,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Enterococcaceae"",""Melissococcus"",NA"
"OTU6099,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU6100,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",NA,NA,NA"
"OTU6101,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Bifidobacteriales"",""Bifidobacteriaceae"",NA,NA"
"OTU6102,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6103,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",NA,NA,NA"
"OTU6104,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",NA,NA"
"OTU6105,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Enterococcaceae"",""Melissococcus"",NA"
"OTU6106,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",NA,NA,NA"
"OTU6107,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Bifidobacteriales"",""Bifidobacteriaceae"",""Pseudoscardovia"",NA"
"OTU6108,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6109,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",NA,NA"
"OTU6110,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Lactonifactor"",NA"
"OTU6111,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6112,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6113,""Bacteria"",""Actinobacteria"",""Coriobacteriia"",""Coriobacteriales"",""Eggerthellaceae"",NA,NA"
"OTU6114,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6115,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Tannerellaceae"",""Parabacteroides"",NA"
"OTU6116,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Anaerofilum"",NA"
"OTU6117,""Bacteria"",NA,NA,NA,NA,NA,NA"
"OTU6118,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU6119,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Tannerellaceae"",""Parabacteroides"",NA"
"OTU6120,""Bacteria"",""Actinobacteria"",""Coriobacteriia"",""Coriobacteriales"",NA,NA,NA"
"OTU6121,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Blautia"",NA"
"OTU6122,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",NA,NA,NA"
"OTU6123,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",NA,NA"
"OTU6124,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU6125,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Sutterella"",NA"
"OTU6126,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU6127,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",NA,NA,NA"
"OTU6128,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6129,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Ruminococcaceae_UCG-002"",NA"
"OTU6130,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU6131,""Bacteria"",""Firmicutes"",""Negativicutes"",""Selenomonadales"",""Veillonellaceae"",""Veillonella"",NA"
"OTU6132,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6133,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Lactonifactor"",NA"
"OTU6134,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",NA,NA"
"OTU6135,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Enterococcaceae"",""Melissococcus"",NA"
"OTU6136,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6137,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",NA,NA,NA"
"OTU6138,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Lachnospiraceae_UCG-004"",NA"
"OTU6139,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6140,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6141,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6142,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""28-4"",NA"
"OTU6143,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6144,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Coprococcus_3"",NA"
"OTU6145,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""UC5-1-2E3"",NA"
"OTU6146,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6147,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Bifidobacteriales"",""Bifidobacteriaceae"",""Pseudoscardovia"",NA"
"OTU6148,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6149,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Rikenellaceae"",NA,NA"
"OTU6150,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",NA,NA,NA"
"OTU6151,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",NA,NA"
"OTU6152,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Rikenellaceae"",""Alistipes"",NA"
"OTU6153,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Barnesiellaceae"",""Barnesiella"",NA"
"OTU6154,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",NA,NA"
"OTU6155,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",NA,NA"
"OTU6156,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""GCA-900066755"",NA"
"OTU6157,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",NA,NA"
"OTU6158,""Bacteria"",NA,NA,NA,NA,NA,NA"
"OTU6159,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Enterobacteriales"",""Enterobacteriaceae"",NA,NA"
"OTU6160,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU6161,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",NA,NA,NA"
"OTU6162,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",NA,NA"
"OTU6163,""Bacteria"",""Firmicutes"",""Bacilli"",NA,NA,NA,NA"
"OTU6164,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",NA,NA,NA"
"OTU6165,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU6166,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Eisenbergiella"",NA"
"OTU6167,""Bacteria"",""Firmicutes"",""Erysipelotrichia"",""Erysipelotrichales"",""Erysipelotrichaceae"",NA,NA"
"OTU6168,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Rikenellaceae"",""Alistipes"",NA"
"OTU6169,""Bacteria"",NA,NA,NA,NA,NA,NA"
"OTU6170,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Christensenellaceae"",""Christensenellaceae_R-7_group"",NA"
"OTU6171,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6172,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Carnobacteriaceae"",""Isobaculum"",NA"
"OTU6173,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",NA,NA"
"OTU6174,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Lactonifactor"",NA"
"OTU6175,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",NA,NA"
"OTU6176,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Anaerofilum"",NA"
"OTU6177,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",NA,NA,NA"
"OTU6178,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",NA,NA,NA"
"OTU6179,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",NA,NA,NA"
"OTU6180,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",NA,NA,NA"
"OTU6181,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Subdoligranulum"",NA"
"OTU6182,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6183,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",NA,NA"
"OTU6184,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",NA,NA,NA"
"OTU6185,""Bacteria"",NA,NA,NA,NA,NA,NA"
"OTU6186,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Enterobacteriales"",""Enterobacteriaceae"",NA,NA"
"OTU6187,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6188,""Bacteria"",NA,NA,NA,NA,NA,NA"
"OTU6189,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Ruminococcaceae_UCG-013"",NA"
"OTU6190,""Bacteria"",NA,NA,NA,NA,NA,NA"
"OTU6191,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",NA,NA"
"OTU6192,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",NA,NA,NA"
"OTU6193,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",NA,NA,NA"
"OTU6194,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Lactonifactor"",NA"
"OTU6195,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",NA,NA,NA"
"OTU6196,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",NA,NA"
"OTU6197,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",NA,NA,NA"
"OTU6198,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Family_XI"",""Peptoniphilus"",NA"
"OTU6199,""Bacteria"",""Proteobacteria"",""Deltaproteobacteria"",""Desulfovibrionales"",""Desulfovibrionaceae"",""Bilophila"",NA"
"OTU6200,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Moryella"",NA"
"OTU6201,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",NA,NA,NA"
"OTU6202,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Enterococcaceae"",""Melissococcus"",NA"
"OTU6203,""Bacteria"",""Firmicutes"",""Negativicutes"",""Selenomonadales"",""Veillonellaceae"",""Negativicoccus"",NA"
"OTU6204,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6205,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",NA,NA,NA"
"OTU6206,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6207,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6208,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6209,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",NA,NA,NA,NA"
"OTU6210,""Bacteria"",NA,NA,NA,NA,NA,NA"
"OTU6211,""Bacteria"",""Firmicutes"",""Erysipelotrichia"",""Erysipelotrichales"",""Erysipelotrichaceae"",""Erysipelotrichaceae_UCG-003"",NA"
"OTU6212,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",NA,NA,NA"
"OTU6213,""Bacteria"",""Proteobacteria"",""Deltaproteobacteria"",""Desulfovibrionales"",""Desulfovibrionaceae"",NA,NA"
"OTU6214,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Pygmaiobacter"",NA"
"OTU6215,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6216,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",NA,NA,NA"
"OTU6217,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",NA,NA,NA,NA"
"OTU6218,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Carnobacteriaceae"",""Isobaculum"",NA"
"OTU6219,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",NA,NA,NA"
"OTU6220,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Family_XIII"",""Family_XIII_AD3011_group"",NA"
"OTU6221,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6222,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Lactonifactor"",NA"
"OTU6223,""Bacteria"",""Firmicutes"",NA,NA,NA,NA,NA"
"OTU6224,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Carnobacteriaceae"",""Isobaculum"",NA"
"OTU6225,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6226,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",NA,NA,NA"
"OTU6227,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",NA,NA,NA"
"OTU6228,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",NA,NA"
"OTU6229,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Tannerellaceae"",""Parabacteroides"",NA"
"OTU6230,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",NA,NA,NA,NA"
"OTU6231,""Bacteria"",NA,NA,NA,NA,NA,NA"
"OTU6232,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Ruminococcaceae_UCG-002"",NA"
"OTU6233,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU6234,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Tannerellaceae"",""Parabacteroides"",NA"
"OTU6235,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6236,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",NA,NA,NA"
"OTU6237,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",NA,NA"
"OTU6238,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6239,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",NA,NA,NA"
"OTU6240,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Bifidobacteriales"",""Bifidobacteriaceae"",NA,NA"
"OTU6241,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Muribaculaceae"",""CAG-873"",NA"
"OTU6242,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""UBA1819"",NA"
"OTU6243,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6244,""Bacteria"",""Actinobacteria"",""Coriobacteriia"",""Coriobacteriales"",""Eggerthellaceae"",NA,NA"
"OTU6245,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Bifidobacteriales"",""Bifidobacteriaceae"",NA,NA"
"OTU6246,""Bacteria"",NA,NA,NA,NA,NA,NA"
"OTU6247,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Enterobacteriales"",""Enterobacteriaceae"",NA,NA"
"OTU6248,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Parasutterella"",NA"
"OTU6249,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",NA,NA"
"OTU6250,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Prevotellaceae"",""Prevotella_9"",NA"
"OTU6251,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6252,""Bacteria"",NA,NA,NA,NA,NA,NA"
"OTU6253,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Enterococcaceae"",""Melissococcus"",NA"
"OTU6254,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6255,""Bacteria"",""Actinobacteria"",""Coriobacteriia"",""Coriobacteriales"",""Coriobacteriaceae"",""Collinsella"",NA"
"OTU6256,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Agathobacter"",NA"
"OTU6257,""Bacteria"",NA,NA,NA,NA,NA,NA"
"OTU6258,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Bifidobacteriales"",""Bifidobacteriaceae"",NA,NA"
"OTU6259,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6260,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Bifidobacteriales"",""Bifidobacteriaceae"",NA,NA"
"OTU6261,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",NA,NA"
"OTU6262,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Oscillospira"",NA"
"OTU6263,""Bacteria"",""Firmicutes"",""Erysipelotrichia"",""Erysipelotrichales"",""Erysipelotrichaceae"",""Erysipelotrichaceae_UCG-003"",NA"
"OTU6264,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU6265,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6266,""Bacteria"",""Firmicutes"",""Erysipelotrichia"",""Erysipelotrichales"",""Erysipelotrichaceae"",""Dielma"",NA"
"OTU6267,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6268,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",NA,NA,NA"
"OTU6269,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Pseudoflavonifractor"",NA"
"OTU6270,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6271,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Enterobacteriales"",""Enterobacteriaceae"",""ATCC-39006"",NA"
"OTU6272,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6273,""Bacteria"",""Firmicutes"",""Erysipelotrichia"",""Erysipelotrichales"",""Erysipelotrichaceae"",""Holdemania"",NA"
"OTU6274,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",NA,NA"
"OTU6275,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",NA,NA"
"OTU6276,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU6277,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU6278,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Eisenbergiella"",NA"
"OTU6279,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Bifidobacteriales"",""Bifidobacteriaceae"",NA,NA"
"OTU6280,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",NA,NA,NA"
"OTU6281,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",NA,NA,NA"
"OTU6282,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Bifidobacteriales"",""Bifidobacteriaceae"",NA,NA"
"OTU6283,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",NA,NA,NA,NA"
